sent_id,sentence,entities,uris
2043,"Mereka ( Bani Israil ) tidak mengagungkan Allah sebagaimana mestinya ketika mereka berkata  "" Allah tidak menurunkan sesuatu pun kepada manusia . "" Katakanlah ( Nabi Muhammad )  "" Siapakah yang menurunkan kitab suci ( Taurat ) yang dibawa Musa sebagai cahaya dan petunjuk bagi manusia ? Kamu","['Bani Israil', 'Allah', 'Allah', 'Muhammad', 'Taurat', 'Musa']","['http://www.wikidata.org/entity/Q2605404', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2383104', 'http://www.wikidata.org/entity/Q1990155']"
1043,"Katakanlah ( Nabi Muhammad )  "" Wahai Ahlulkitab  mengapa kamu terus-menerus mengingkari ayat-ayat Allah  padahal Allah Maha Menyaksikan apa yang kamu kerjakan ? ""","['Muhammad', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1482,Apabila kamu telah menyelesaikan salat  berzikirlah kepada Allah ( mengingat dan menyebut-Nya )  baik ketika kamu berdiri  duduk  maupun berbaring .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2143,"Ada pula hewan yang diharamkan punggungnya ( tidak boleh ditunggangi ) dan ada hewan ternak yang ( ketika disembelih ) boleh tidak menyebut nama Allah . "" ( Hal itu ) sebagai kebohongan terhadap Allah .","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2421,"Katakanlah ( Nabi Muhammad )  "" Wahai manusia  sungguh telah datang kepadamu kebenaran ( Al-Qur'an ) dari Tuhanmu .","['Muhammad', ""Al-Qur'an""]","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q428']"
1808,Sesungguhnya Allah tidak memberi petunjuk kepada kaum yang kafir .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2156,Janganlah kamu mengikuti langkah-langkah setan .,[],[]
1994,Kemudian  Dia membangunkan kamu padanya ( siang hari ) untuk disempurnakan umurmu yang telah ditetapkan .,[],[]
1533,Perdamaian itu lebih baik ( bagi mereka )  walaupun manusia itu menurut tabiatnya kikir .,[],[]
1326,Sesungguhnya Allah Maha Menyaksikan segala sesuatu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1572,orang-orang munafik itu ( ditempatkan ) di tingkat paling bawah dari neraka . Kamu tidak akan mendapat seorang penolong pun bagi mereka .,[],[]
152,Alif Lām Rā .,[],[]
2352,Padahal  ini ( Al-Qur'an ) adalah bahasa Arab yang jelas .,"[""Al-Qur'an"", 'bahasa Arab']","['http://www.wikidata.org/entity/Q428', 'http://www.wikidata.org/entity/Q13955']"
2357,Demikian itulah kemenangan yang agung .,[],[]
1545,Cukuplah Allah sebagai pemelihara .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2526,Dari buah kurma dan anggur  kamu membuat minuman yang memabukkan dan rezeki yang baik .,[],[]
749,Kepada-Nyalah kamu dikembalikan .,[],[]
150,Sesungguhnya ( malaikat ) yang ada di sisi Tuhanmu tidak menyombongkan diri dari ibadah kepada-Nya dan mereka menyucikan-Nya .,[],[]
2035,Demikian itu petunjuk Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2213,Siapa yang ringan timbangan ( kebaikan ) - nya  mereka itulah orang yang telah merugikan dirinya sendiri karena mereka selalu mengingkari ayat-ayat Kami .,[],[]
180,"Sesungguhnya aku takut akan azab hari yang dahsyat jika mendurhakai Tuhanku . "" Katakanlah ( Nabi Muhammad )  "" Jikalau Allah menghendaki  niscaya aku tidak membacakannya kepadamu dan Allah tidak ( pula ) memberitahukannya kepadamu .","['Muhammad', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2296,"datangkanlah kepada kami apa yang kamu janjikan kepada kami jika kamu termasuk orang-orang yang benar . "" Dia ( Hud ) berkata  "" Sungguh  sudah pasti kamu akan ditimpa azab dan kemarahan dari Tuhanmu . Apakah kamu sekalian hendak berbantah dengan Aku tentang nama-nama ( berhala ) yang kamu beserta nenek moyangmu menamakannya  padahal Allah tidak menurunkan sedikit pun hujah ( alasan pembenaran ) untuk itu ? Maka","['Hud', 'Allah']","['http://www.wikidata.org/entity/Q193669', 'http://www.wikidata.org/entity/Q2095353']"
685,Para istri yang diceraikan ( wajib ) menahan diri mereka ( menunggu ) tiga kali qurū ' ( suci atau haid ) .,[],[]
2433,Dia telah menciptakan hewan ternak untukmu .,[],[]
1427,Semoga Allah menolak serangan orang-orang yang kufur itu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1924,Milik-Nyalah segala sesuatu yang ada pada malam dan siang hari .,[],[]
634,Padahal orang-orang yang bertakwa itu berada di atas mereka pada hari Kiamat .,['hari Kiamat'],['http://www.wikidata.org/entity/Q12200906']
413,Sesungguhnya Allah Mahakuasa atas segala sesuatu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1736,Mereka itu adalah orang-orang yang Allah tidak hendak menyucikan hati mereka .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2330,Kami tidak mengutus seorang nabi pun di suatu negeri  ( lalu penduduknya mendustakan nabi itu  ) melainkan Kami timpakan kepada penduduknya kesempitan dan penderitaan agar mereka ( tunduk dengan ) merendahkan diri . Kemudian  Kami ganti penderitaan itu dengan kesenangan ( sehingga keturunan dan harta mereka ) bertambah banyak .,[],[]
1216,Mahasuci Engkau .,[],[]
1001,Allah adalah pelindung orang-orang mukmin .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2276,Janganlah kamu berbuat kerusakan di bumi setelah diatur dengan baik .,['bumi'],['http://www.wikidata.org/entity/Q2']
146,Maka  seketika itu juga mereka melihat ( kesalahan-kesalahannya ) .,[],[]
506,Mereka itulah yang memperoleh ampunan dan rahmat dari Tu-hannya dan mereka itulah orang-orang yang mendapat petunjuk .,[],[]
2188,"Kami pun menunggu . "" Sesungguhnya orang-orang yang memecah belah agamanya dan mereka menjadi ( terpecah ) dalam golongan-golongan  sedikit pun engkau ( Nabi Muhammad ) tidak bertanggung jawab terhadap mereka . Sesungguhnya urusan mereka ( terserah ) hanya kepada Allah .","['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
268,Maka  tidaklah beruntung perniagaannya dan mereka bukanlah orang-orang yang mendapatkan petunjuk .,[],[]
1962,Siapa yang dikehendaki Allah ( dalam petunjuk )  niscaya Dia menjadikannya berada di atas jalan yang lurus .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
89,Di antaranya ada orang-orang yang saleh dan ada ( pula ) yang tidak .,[],[]
1312,Allah hendak menerima tobatmu  sedangkan orang-orang yang mengikuti hawa nafsu menghendaki agar kamu berpaling sejauh-jauhnya ( dari kebenaran ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2525,Kami memberi kamu minum dari sebagian apa yang ada dalam perutnya  dari antara kotoran dan darah ( berupa ) susu murni yang mudah ditelan oleh orang-orang yang meminumnya .,[],[]
40,"Jika ia tetap di tempatnya ( seperti sediakala )  niscaya engkau dapat melihat-Ku . "" Maka  ketika Tuhannya menampakkan ( keagungan-Nya ) pada gunung itu  gunung itu hancur luluh dan Musa pun jatuh pingsan .",['Musa'],['http://www.wikidata.org/entity/Q1990155']
241,( baru ) sekarang ( kamu beriman )  padahal sebelumnya kamu selalu meminta agar ia disegerakan ? Kemudian,[],[]
1780,Sesungguhnya penolongmu hanyalah Allah  Rasul-Nya  dan orang-orang yang beriman yang menegakkan salat dan menunaikan zakat seraya tunduk ( kepada Allah ) .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
638,Tidak ada yang berselisih tentangnya  kecuali orang-orang yang telah diberi ( Kitab ) setelah bukti-bukti yang nyata sampai kepada mereka  karena kedengkian di antara mereka sendiri .,[],[]
86,"Mereka menjawab  "" Agar kami mempunyai alasan ( lepas tanggung jawab ) kepada Tuhanmu dan agar mereka bertakwa . "" Maka  setelah mereka melupakan apa yang diperingatkan kepada mereka  Kami selamatkan orang-orang yang mencegah ( orang berbuat ) keburukan dan Kami timpakan kepada orang-orang yang zalim azab yang keras karena mereka selalu berbuat fasik . Kemudian  ketika mereka bersikeras ( melampaui batas ) terhadap segala yang dilarang  Kami katakan kepada mereka  "" Jadilah kamu kera yang hina ! """,[],[]
1360,Siapa pun yang mempersekutukan Allah sungguh telah berbuat dosa yang sangat besar .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1684,Maka  Kami menimbulkan permusuhan dan kebencian di antara mereka hingga hari Kiamat .,['hari Kiamat'],['http://www.wikidata.org/entity/Q12200906']
2105,Sesungguhnya banyak yang menyesatkan ( orang lain ) dengan mengikuti hawa nafsunya tanpa dasar pengetahuan .,[],[]
350,Allah tidaklah lengah terhadap apa yang kamu kerjakan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2570,Sesungguhnya Allah mengetahui apa yang kamu kerjakan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1680,Maka  maafkanlah mereka dan biarkanlah .,[],[]
889,"Hanya kepada-Mu tempat ( kami ) kembali . "" Allah tidak membebani seseorang  kecuali menurut kesanggupannya .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
2270,Sungguh  mereka telah merugikan diri sendiri dan telah hilang lenyap dari mereka apa pun yang dahulu mereka ada-adakan . Sesungguhnya Tuhanmu adalah Allah yang telah menciptakan langit dan bumi dalam enam masa  kemudian Dia bersemayam di atas ʻArasy .,"['Allah', 'bumi', 'ʻArasy']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2', 'http://www.wikidata.org/entity/Q25462647']"
139,Dia melindungi orang-orang saleh .,[],[]
1876,Jika kamu menanyakannya ketika Al-Qur'an sedang diturunkan  ( niscaya ) akan diterangkan kepadamu .,"[""Al-Qur'an""]",['http://www.wikidata.org/entity/Q428']
1368,ada  mereka tidak akan memberikan ( kebajikan ) sedikit pun kepada manusia . Ataukah mereka dengki kepada manusia karena karunia yang telah dianugerahkan Allah kepadanya ? Sungguh,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2286,"Pemuka-pemuka dari kaumnya berkata  "" Sesungguhnya kami benar-benar melihatmu ( berada ) dalam kesesatan yang nyata . "" Dia ( Nuh ) menjawab  "" Hai kaumku  tidak ada padaku kesesatan sedikit pun  tetapi aku adalah rasul dari Tuhan semesta alam .","['Nuh', 'Tuhan semesta alam']","['http://www.wikidata.org/entity/Q1782672', 'http://www.wikidata.org/entity/Q2095353']"
1460,Demikianlah keadaan kamu dahulu  lalu Allah menganugerahkan nikmat-Nya kepadamu  maka telitilah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1555,Siapa yang kufur kepada Allah  para malaikat-Nya  kitab-kitab-Nya  para rasul-Nya  dan hari Akhir sungguh dia telah tersesat sangat jauh .,"['Allah', 'hari Akhir']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q12200906']"
1501,yang berbuat kejahatan atau menganiaya dirinya  kemudian memohon ampunan kepada Allah  niscaya akan mendapati Allah Maha Pengampun lagi Maha Penyayang . Siapa yang berbuat dosa sesungguhnya dia mengerjakannya untuk merugikan dirinya sendiri .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
549,Siapa yang mengubahnya ( wasiat itu )  setelah mendengarnya  sesungguhnya dosanya hanya bagi orang yang mengubahnya .,[],[]
280,Oleh karena itu  janganlah kamu mengadakan tandingan-tandingan bagi Allah  padahal kamu mengetahui .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1019,Mereka mengatakan hal yang dusta terhadap Allah  sedangkan mereka mengetahui .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
117,Aku memberi tenggang waktu kepada mereka .,[],[]
1606,Kami telah memberikan ( Kitab ) Zabur kepada Daud .,"['Zabur', 'Daud']","['http://www.wikidata.org/entity/Q1369122', 'http://www.wikidata.org/entity/Q1257863']"
251,"Itu lebih baik daripada apa yang mereka kumpulkan . "" Katakanlah ( Nabi Muhammad )  "" Terangkanlah kepadaku tentang rezeki yang diturunkan Allah kepadamu  lalu kamu jadikan sebagiannya haram dan sebagiannya halal . "" Katakanlah  "" Apakah Allah telah memberikan izin kepadamu ( tentang ini ) ataukah kamu mengada-ada atas nama Allah ? ""","['Muhammad', 'Allah', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
55,"kamu hendak mendahului janji Tuhanmu ? """,[],[]
915,"Katakanlah ( Nabi Muhammad ) kepada orang-orang yang kufur  "" Kamu ( pasti ) akan dikalahkan dan digiring ke dalam ( neraka ) Jahanam .","['Muhammad', 'Jahanam']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q58418']"
593,Sesungguhnya Allah menyukai orang-orang yang berbuat baik .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
300,"Kami berfirman  "" Wahai Adam  tinggallah engkau dan istrimu di dalam surga  makanlah dengan nikmat ( berbagai makanan ) yang ada di sana sesukamu  dan janganlah kamu dekati pohon ini  sehingga kamu termasuk orang-orang zalim ! """,['Adam'],['http://www.wikidata.org/entity/Q2001710']
688,Mereka ( para perempuan ) mempunyai hak seimbang dengan kewajibannya menurut cara yang patut .,[],[]
2282,Tanah yang baik  tanaman-tanamannya tumbuh subur seizin Tuhannya .,[],[]
317,Mereka menyembelih anak-anak laki-lakimu dan membiarkan hidup anak-anak perempuanmu .,[],[]
542,Wahai orang-orang yang beriman  diwajibkan kepadamu ( melaksanakan ) kisas berkenaan dengan orang-orang yang dibunuh .,[],[]
1604,Sesungguhnya Kami telah mewahyukan kepadamu ( Nabi Muhammad ) sebagaimana Kami telah mewahyukan kepada Nuh dan nabi-nabi setelahnya .,"['Muhammad', 'Nuh']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q1782672']"
844,Tidak ada rasa takut pada mereka dan tidak ( pula ) mereka bersedih .,[],[]
1088,Adapun jika kamu tertimpa bencana  mereka bergembira karenanya .,[],[]
2505,Kemudian  apabila Dia telah menghilangkan kemudaratan darimu  tiba-tiba segolongan dari kamu mempersekutukan Tuhan mereka ( dengan yang lain ) .,[],[]
1628,Cukuplah Allah sebagai pelindung .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
323,Dia akan menerima tobatmu .,[],[]
2093,Maka  tinggalkan mereka bersama apa yang mereka ada-adakan ( kebohongan ) . ( Setan-setan itu saling membisikkan perkataan yang indah juga ) agar hati kecil orang-orang yang tidak beriman pada akhirat tertarik pada bisikan itu serta menyenanginya  dan agar mereka melakukan apa yang biasa mereka ( setan-setan itu ) lakukan .,[],[]
1977,"kamu tidak memikirkan ( - nya ) ? """,[],[]
1411,"Katakanlah  "" Kesenangan di dunia ini hanyalah sedikit  sedangkan akhirat itu lebih baik bagi orang yang bertakwa dan kamu tidak akan dizalimi sedikit pun . "" Di mana pun kamu berada  kematian akan mendatangimu  meskipun kamu berada dalam benteng yang kukuh . Jika mereka ( orang-orang munafik ) memperoleh suatu kebaikan  mereka berkata  "" Ini dari sisi Allah "" dan jika mereka ditimpa suatu keburukan  mereka berkata  "" Ini dari engkau ( Nabi Muhammad ) . "" Katakanlah  "" Semuanya ( datang ) dari sisi Allah . "" Mengapa orang-orang itu hampir tidak memahami pembicaraan ? Kebaikan","['Allah', 'Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
2396,Ya Tuhan kami  ( akibat pemberian itu ) mereka menyesatkan ( manusia ) dari jalan-Mu .,[],[]
410,Ketahuilah bahwa ) tidak ada bagimu pelindung dan penolong selain Allah . Ataukah kamu menghendaki untuk meminta Rasulmu ( Nabi Muhammad ) seperti halnya Musa ( pernah ) diminta ( Bani Israil ) dahulu ? Siapa,"['Allah', 'Muhammad', 'Musa', 'Bani Israil']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q1990155', 'http://www.wikidata.org/entity/Q2605404']"
1333,Jika keduanya bermaksud melakukan islah ( perdamaian )  niscaya Allah memberi taufik kepada keduanya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
677,Sampaikanlah kabar gembira kepada orang-orang mukmin .,[],[]
2307,Dia ( istrinya ) termasuk ( orang-orang kafir ) yang tertinggal .,[],[]
778,Milik-Nyalah apa yang ada di langit dan apa yang ada di bumi .,['bumi'],['http://www.wikidata.org/entity/Q2']
1898,"Sungguh  Engkaulah Yang Maha Mengetahui segala yang gaib . "" Aku tidak ( pernah ) mengatakan kepada mereka kecuali sesuatu yang Engkau perintahkan kepadaku  ( yaitu ) "" Sembahlah Allah  Tuhanku dan Tuhanmu . "" Aku menjadi saksi terhadap mereka  selama aku berada di tengah-tengah mereka .","['Yang Maha Mengetahui segala yang gaib', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
73,Adapun orang-orang yang beriman kepadanya  memuliakannya  menolongnya  dan mengikuti cahaya terang yang diturunkan bersamanya ( Al-Qur'an )  mereka itulah orang-orang beruntung .,"[""Al-Qur'an""]",['http://www.wikidata.org/entity/Q428']
2190,Siapa yang berbuat kebaikan  dia akan mendapat balasan sepuluh kali lipatnya .,[],[]
446,Ya Tuhan kami  utuslah di antara mereka seorang rasul dari kalangan mereka  yang membacakan kepada mereka ayat-ayat-Mu  mengajarkan kitab suci dan hikmah ( sunah ) kepada mereka  dan menyucikan mereka .,[],[]
2201,Sesungguhnya Dia Maha Pengampun lagi Maha Penyayang .,[],[]
1273,Allah Maha Mengetahui lagi Maha Penyantun .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1108,pun tidak meneruskan apa yang mereka kerjakan ( perbuatan dosa itu ) sedangkan mereka mengetahui ( - nya ) . Mereka itu balasannya adalah ampunan dari Tuhan mereka dan surga-surga yang mengalir di bawahnya sungai-sungai .,[],[]
1569,Siapa yang dibiarkan sesat oleh Allah ( karena tidak mengikuti tuntunan-Nya dan memilih kesesatan )  kamu tidak akan menemukan jalan ( untuk memberi petunjuk ) baginya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1814,Mereka mengira bahwa tidak akan terjadi fitnah ( azab akibat dosa-dosa mereka ) .,[],[]
194,Wahai manusia  sesungguhnya ( bahaya ) kezalimanmu akan menimpa dirimu sendiri . ( Itu hanya ) kenikmatan hidup duniawi .,[],[]
750,"Tidakkah kamu perhatikan para pemuka Bani Israil setelah Musa wafat  ( yaitu ) ketika mereka berkata kepada seorang nabi mereka  "" Angkatlah seorang raja untuk kami  niscaya kami berperang di jalan Allah . "" Dia menjawab  "" Jangan-jangan jika diwajibkan atasmu berperang  kamu tidak akan berperang juga . "" Mereka menjawab  "" Mengapa kami tidak akan berperang di jalan Allah  sedangkan sungguh kami telah diusir dari kampung halaman kami dan ( dipisahkan dari ) anak-anak kami ? ""","['Bani Israil', 'Musa', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q2605404', 'http://www.wikidata.org/entity/Q1990155', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
