sent_id,sentence,entities,uris
534,"Di antara manuver parpol jelang Pilgub DKI, yang cukup menarik adalah langkah PD mendekati PDIP.","['DKI', 'PD', 'PDIP']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q1186227', 'http://www.wikidata.org/entity/Q1186306']"
1813,"Sedangkan 2 calon emiten baru telah memastikan jadwal IPO dan telah menggelar penawaran umum yaitu : PT Indofood CBP Sukses Makmur Rp 6,290 triliun.",['PT Indofood CBP Sukses Makmur'],['http://www.wikidata.org/entity/Q105624046']
47,"Kami menyamakan kedudukan dan kami terlihat bagus di babak kedua, kemudian unggul, sebelum sebuah kesalahan lain membuat kami kebobolan gol kedua,"" kata Blanc.",['Blanc'],['http://www.wikidata.org/entity/Q1839']
577,JK menilai konflik di kabinet bersifat pribadi dan telah digetur dan diperingatkan oleh Presiden Jokowi.,"['JK', 'Jokowi']","['http://www.wikidata.org/entity/Q76354', 'http://www.wikidata.org/entity/Q3318231']"
414,Politisi Partai Golongan Karya yang juga Ketua DPR Ade Komarudin mengatakan bahwa reshuffle kabinet adalah hak prerogatif Presiden.,"['Partai Golongan Karya', 'DPR', 'Ade Komarudin']","['http://www.wikidata.org/entity/Q1536552', 'http://www.wikidata.org/entity/Q2670027', 'http://www.wikidata.org/entity/Q2670027']"
1295,Kompolnas berkedudukan di bawah dan bertanggung jawab langsung kepada presiden.,[],[]
1140,"Warga pun berkerumun di dekat mobil Jokowi agar bisa mendapatkan kaus dan buku, atau sekedar bersalaman dan foto bersama.",['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
1949,Eva Kriszt.,[],[]
983,"""Nggak boleh keliling kayak taksi, nggak boleh mangkal,"" jelas Jonan dalam jumpa pers di Kemenko Polhukam, Jakarta, Kamis (24/3/2016).","['Jonan', 'Kemenko Polhukam', 'Jakarta']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q12490746', 'http://www.wikidata.org/entity/Q3630']"
364,Risma-Whisnu sendiri diarak ratusan kader dan simpatisan PDIP menuju ke Grahadi turut truk bak terbuka berisi band musik ikut mengiringi arak arakan pasangan Wali Kota dan Wakil Wali Kota Surabaya terpilih.,"['Risma', 'Whisnu', 'PDIP', 'Grahadi', 'Surabaya']","['http://www.wikidata.org/entity/Q12522317', 'http://www.wikidata.org/entity/Q17411689', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q12484452', 'http://www.wikidata.org/entity/Q11462']"
1902,"Di fase grup, Madrid tidak terkalahkan di enam pertandingan dengan memenangi lima laganya.",['Madrid'],['http://www.wikidata.org/entity/Q8682']
957,Saat ini Jalan Kalianak mengalami kerusakan parah dan tergenang air.,[],[]
1852,"Di sisi lain, menteri-menteri yang berkinerja buruk pasti juga akan membebani Presiden Jokowi.",['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
739,"""Jangan sebarkan berita fitnah apalagi mengadu domba presiden dengan siapapun termasuk dengan PKB,"" tambah dia.",['PKB'],['http://www.wikidata.org/entity/Q1257317']
169,"Bahkan menurut Jonan, jika ingin pakai pelat hitam pun tak masalah selagi transportasi itu terdaftar resmi sebagai badan usaha.",['Jonan'],['http://www.wikidata.org/entity/Q16182287']
13,"""Tentunya ini adalah tugas berat yang akan jadi tanggungjawab Polri, BNN termasuk dirjen bea cukai,"" tutupnya.","['Polri', 'BNN']","['http://www.wikidata.org/entity/Q3103954', 'http://www.wikidata.org/entity/Q4121202']"
394,City gagal menghalau sebuah tendangan sudut dan Bacary Sagna lantas dinilai mengganjal David Luiz di kotak terlarang.,"['City', 'Bacary Sagna', 'David Luiz']","['http://www.wikidata.org/entity/Q50602', 'http://www.wikidata.org/entity/Q1938', 'http://www.wikidata.org/entity/Q193706']"
1465,"Kita sudah tidak punya lagi bandara transit internasional sejak 20 tahun lebih,"" kata Jonan.",['Jonan'],['http://www.wikidata.org/entity/Q16182287']
823,"Sekitar 3 ribu kader PDI Perjuangan Surabaya akan mengantar Tri Rismaharini-Whisnu Sakti Buana menuju tempat pelantikan di Gedung Negara Grahadi, Rabu (17/2/2016).","['PDI Perjuangan', 'Surabaya', 'Tri Rismaharini', 'Whisnu Sakti Buana', 'Gedung Negara Grahadi']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q12522317', 'http://www.wikidata.org/entity/Q17411689', 'http://www.wikidata.org/entity/Q12484452']"
23,"""Soal harga kami belum bisa tetapkan, tapi yang pasti akan berada di bawah 7 juta,"" kata Alven, Head of Samsung Mobile Marketing, usai meluncurkan Galaxy S III di Ritz Carlton Hotel, Selasa (22/5/2012).","['Samsung', 'Ritz Carlton Hotel']","['http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q7336902']"
1780,Tapi City mengamankan hasil seri setelah Fernando mencetak gol untuk menyamakan kedudukan.,"['City', 'Fernando']","['http://www.wikidata.org/entity/Q50602', 'http://www.wikidata.org/entity/Q973416']"
1971,"Pantauan detikcom, TV LCD bermerek Samsung 46 inci berwarna hitam itu baru terpasang di lantai III, IV, VI, VII, dan XII tepat di depan lift gedung Nusantara I DPR.","['detikcom', 'Samsung', 'DPR']","['http://www.wikidata.org/entity/Q12481355', 'http://www.wikidata.org/entity/Q20716', 'http://www.wikidata.org/entity/Q2670027']"
1924,"Dalam pertemuan itu, DPR meminta Pemerintah memprioritaskan pembahasan RUU ini.",['DPR'],['http://www.wikidata.org/entity/Q2670027']
772,Sebenarnya selama ini memang PDIP cukup keras mengkritik kinerja menteri BUMN itu.,"['PDIP', 'BUMN']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q270791']"
1884,Anwar dilantik dengan Surat Keputusan Presiden Nomor 144/P Tahun 2015 tentang pengangkatan kembali hakim konstitusi yang berasal dari Mahkamah Agung.,"['Anwar', 'Mahkamah Agung']","['http://www.wikidata.org/entity/Q24261467', 'http://www.wikidata.org/entity/Q4200557']"
875,"Imbasnya, gawang mereka bobol dua kali oleh Luis Suarez di babak kedua.",['Luis Suarez'],['http://www.wikidata.org/entity/Q26517']
2005,Tim asuhan Claudio Ranieri juga sanggup melepaskan tujuh tembakan tepat sasaran dari tujuh percobaan.,['Claudio Ranieri'],['http://www.wikidata.org/entity/Q235068']
1104,"Dengan kini sudah berusia 34 tahun, klub manapun yang nantinya diperkuat Ibra memang berpeluang besar jadi pelabuhan terakhirnya sebelum memasuki periode pensiun.",['Ibra'],['http://www.wikidata.org/entity/Q46896']
2073,"Nanti setelah itu saya umumkan,"" kata Jokowi sesaat sebelum meninggalkan Halmahera Utara, Rabu (6/4/2016).","['Jokowi', 'Halmahera Utara']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q19147']"
1481,"""Saluran air yang terhalang gapura dibongkar Satpol,"" kata Kusnan, warga Dukuh Karangan, saat melihat banjir.",['Satpol'],['http://www.wikidata.org/entity/Q5124570']
1524,"Untuk lolos, PSG harus menang atau bermain imbang dengan skor lebih besar daripada 2-2.",['PSG'],['http://www.wikidata.org/entity/Q483020']
1683,"Kemudian juga, para sopir yang mengemudikan mobil yang tergabung dalam Uber dan GrabCar mesti SIM A Umum.","['Uber', 'GrabCar']","['http://www.wikidata.org/entity/Q780442', 'http://www.wikidata.org/entity/Q20873932']"
1316,"Menurut Awal, Telkom mencatat sebanyak 7 juta percakapan dan 200 juta SMS yang telah terlayani.",['Telkom'],['http://www.wikidata.org/entity/Q2305438']
1953,"Jakarta ini harus punya kesempatan untuk pilih yang terbaik dari yang terbaik,"" kata Ahok di Balai Kota, Jl Medan Merdeka Selatan, Jakarta, Senin (28/3) lalu.","['Jakarta', 'Ahok', 'Jakarta']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q3701615', 'http://www.wikidata.org/entity/Q3630']"
1170,"Setelah itu, City justru mencuri keunggulan lewat Kevin de Bruyne di menit 38 sebelum Ibra menebus dosanya dengan mencetak gol penyama tiga menit berselang.","['City', 'Kevin de Bruyne', 'Ibra']","['http://www.wikidata.org/entity/Q50602', 'http://www.wikidata.org/entity/Q357984', 'http://www.wikidata.org/entity/Q46896']"
1845,Kelompok Abu Sayyaf meminta tebusan 50 juta peso atau Rp 15 miliar untuk 10 sandera.,['Abu Sayyaf'],['http://www.wikidata.org/entity/Q335361']
1173,"Indofood juga menderita akibat kenaikan BBM tahun lalu yang menyebabkan kenaikan biaya produksi dan biaya angkutan, serta naiknya biaya bahan baku, marjin laba kotor maupun marjin laba usaha mengalami penurunan menjadi masing-masing 21,9%.",['Indofood'],['http://www.wikidata.org/entity/Q3930665']
780,"Selain itu, Risma juga sempat meminta izin kepada para orang tua agar kedelapan anak ini dilakukan tes urin.",['Risma'],['http://www.wikidata.org/entity/Q12522317']
1838,"Namun, saya sangat bahagia di sini dan masih punya banyak sisa kontrak,"" katanya.",[],[]
918,"Saya justru minta yang anarkis itu untuk diusut dan ditindak secara pidana,"" demikian tegas Menhub Ignasius Jonan saat ditanya mengenai demo sopir taksi hari ini.",['Ignasius Jonan'],['http://www.wikidata.org/entity/Q16182287']
405,"Konferensi pers ini juga dihadiri oleh anggota Komisi VII DPR dari PDIP Nazaarudin Kiemas, anggota Komisi II DPR dari PDIP Diah Pitaloka, dan anggota Komisi V DPR dari PDIP Sadarestuwati.","['DPR', 'PDIP', 'Nazaarudin Kiemas', 'DPR', 'PDIP', 'Diah Pitaloka', 'DPR', 'PDIP', 'Sadarestuwati']","['http://www.wikidata.org/entity/Q2670027', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q2670027', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q2670027', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1186306']"
2081,"Dengan akuisisi Lonsum, lahan grup Indofood akan bertambah menjadi 387 ribu hektar dan luas lahan tertanam 160 ribu hektar.","['Lonsum', 'Indofood']","['http://www.wikidata.org/entity/Q22907993', 'http://www.wikidata.org/entity/Q3930665']"
1487,Wasit memberikan hadiah penalti setelah pelanggaran yang dilakukan Casemiro terhadap Andre Schuerrle.,"['Casemiro', 'Andre Schuerrle']","['http://www.wikidata.org/entity/Q616664', 'http://www.wikidata.org/entity/Q58377']"
245,"Yasonna mengatakan, usulan itu disampaikannya langsung saat sidang paripurna kabinet bersama Presiden Jokowi di Kantor Kementerian Sekretariat Negara.","['Yasonna', 'Jokowi', 'Kantor Kementerian Sekretariat Negara']","['http://www.wikidata.org/entity/Q12525045', 'http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q12490754']"
18,Presiden Jokowi juga akan mendengarkan masukan dari para pembantunya terlebih dulu sebelum memutuskan.,['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
1851,"Perhubungan saya rasa banyak mengeluarkan izin-izin dan tentu ini akan membutuhkan jasa kita supaya tidak ada penyimpangan,"" kata Jaksa Agung Prasetyo.",['Prasetyo'],['http://www.wikidata.org/entity/Q19747237']
1807,"Tekad menghidupkan kawasan Tunjungan sebagai ikon Surabaya, digagas sejak wali kota dijabat Tri Rismaharini.","['Tunjungan', 'Surabaya', 'Tri Rismaharini']","['https://www.wikidata.org/wiki/Q7203665', 'http://www.wikidata.org/entity/Q11462', 'http://www.wikidata.org/entity/Q12522317']"
1157,"Jokowi mengingatkan, pembangunan LRT di Jakarta sangat mendesak untuk segera dimulai.","['Jokowi', 'Jakarta']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q3630']"
1973,"Presiden Direktur GM Indonesia, Gaurav Gupta mengatakan, pihaknya telah mengirim Chevrolet Trax ke lebih dari 100 konsumen.","['Gaurav Gupta', 'Chevrolet']","['http://www.wikidata.org/entity/Q109469838', 'http://www.wikidata.org/entity/Q29570']"
441,"Bakal calon gubernur DKI Jakarta, Yusril Ihza Mahendra, mengungkapkan, dirinya tak habis pikir dengan ucapan Gubernur DKI Jakarta Basuki Tjahaja Purnama atau Ahok saat menantang pegawai negeri sipil (PNS) yang tak suka terhadap dirinya untuk mengundurkan diri.","['DKI Jakarta', 'Yusril Ihza Mahendra', 'DKI Jakarta', 'Basuki Tjahaja Purnama', 'Ahok']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q8061915', 'http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q3701615']"
1521,"Jokowi mengatakan bahwa dengan politik kerja maka rakyat akan dengan mudah melihat apa yang sudah dikerjakan oleh pemerintahan saat ini, sehingga tidak hanya wacana dan perencanaan.",['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
1569,PB PASI risau dengan hasil yang dibuat Maria Natalia Londa di Singapura Terbuka.,"['Maria Natalia Londa', 'Singapura']","['http://www.wikidata.org/entity/Q18177473', 'http://www.wikidata.org/entity/Q334']"
280,"Sedangkan rival seperti HTC, LG, Huawei dan kemungkinan besar Samsung mulai bermain dengan Android quad core.","['HTC', 'LG', 'Huawei', 'Samsung', 'Android']","['http://www.wikidata.org/entity/Q186012', 'http://www.wikidata.org/entity/Q162345', 'http://www.wikidata.org/entity/Q160120', 'http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q94']"
543,Dicontohkan dia perusahaan yang telah melakukan rutinitas mudik bareng adalah Sido Muncul dan Indofood yag mengerahkan 200 armada.,"['Sido Muncul', 'Indofood']","['http://www.wikidata.org/entity/Q12514359', 'http://www.wikidata.org/entity/Q3930665']"
1303,"Dibanding 2014, di tahun 2015, perdagangan Indonesia dan Swiss meningkat 102 persen dengan surplus berada di pihak indonesia.","['Indonesia', 'Swiss', 'indonesia']","['http://www.wikidata.org/entity/Q252', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q252']"
1478,Kabarnya kursi Mendes PDT memang panas jadi rebutan di internal parpol pendukung Jokowi karena menangani langsung realisasi dana desa yang tentu saja langsung berhubungan dengan masyarakat.,['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
257,"Para penggemar harus percaya dengan kami,"" tandas pemain internasional Brasil ini.",['Brasil'],['http://www.wikidata.org/entity/Q155']
667,"Kecepatan kita dalam melakukan ini juga akan memberikan kecepatan dalam pembangunan kita,"" ujar Jokowi.",['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
12,"""Harusnya yang dipanggil Gus Dur, bukan Bu Mega karena status Bu Mega itu wapres yang membantu tugas-tugas presiden,"" kata anggota Pansus Angket BBM dari FPDIP, Irmadi Lubis dalam rapat Pansus Angket BBM di Gedung DPR, Senayan, Jakarta, Kamis (7/8/2008).","['Gus Dur', 'Mega', 'Mega', 'Irmadi Lubis', 'Gedung DPR', 'Senayan', 'Jakarta']","['http://www.wikidata.org/entity/Q76167', 'http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q25470630', 'http://www.wikidata.org/entity/Q5205958', 'http://www.wikidata.org/entity/Q7450093', 'http://www.wikidata.org/entity/Q3630']"
1599,"Zlatan punya prioritas, seperti menuntaskan musim lebih dulu dan tampil oke di Piala Eropa.","['Zlatan', 'Eropa']","['http://www.wikidata.org/entity/Q46896', 'http://www.wikidata.org/entity/Q46']"
366,"Pada stint pertama, Rio langsung menorehkan catatan waktu yang menempatkannya di posisi teratas.",['Rio'],['http://www.wikidata.org/entity/Q981543']
2102,"Dalam waktu 10 menit sejak sesi kualifikasi dimulai, catatan waktu Rio menyentuh angka 1 menit 58, 630 detik.",['Rio'],['http://www.wikidata.org/entity/Q981543']
1872,"Pada tahun-tahun sebelumnya tingkat kepatuhan pegawai Kemenhub dalam melaporkan LHKPN hanya mencapai 18% dari 3.816 pegawai wajib lapor,"" jelas Kepala Biro Komunikasi Kemenhub JA Barata, Kamis (17/3/2016).","['Kemenhub', 'Kemenhub']","['http://www.wikidata.org/entity/Q6867637', 'http://www.wikidata.org/entity/Q6867637']"
658,"Iklan kali diambil di lokasi-lokasi utama tempat syuting drama seperti Taebaek dan Jeongseon di Gangwon dan akan diproduksi dengan konsep "" Walk into the Story "" , konsep yang dapat meningkatkan daya pikat pariwisata Korsel.","['Taebaek', 'Jeongseon', 'Gangwon', 'Korsel']","['http://www.wikidata.org/entity/Q42150', 'http://www.wikidata.org/entity/Q50323', 'http://www.wikidata.org/entity/Q41071', 'http://www.wikidata.org/entity/Q884']"
378,"Pada hari ulang tahunnya yang ke-44, Minggu (1/5/2016), kemarin, pemimpin Blue Bird Group mengatakan memperbarui layanan berbasis aplikasi, My Blue Bird.","['Blue Bird Group', 'Blue Bird']","['http://www.wikidata.org/entity/Q19751373', 'http://www.wikidata.org/entity/Q114556753']"
574,"(Ada aturannya) di IATA juga ada, saya enggak hafal tapi ada.",['IATA'],['http://www.wikidata.org/entity/Q19755']
262,"Tapi indeks Dow Jones masih negatif, akibat anjloknya saham Disney.","['Dow Jones', 'Disney']","['http://www.wikidata.org/entity/Q180816', 'http://www.wikidata.org/entity/Q7414']"
306,"Jonan menegaskan bahwa Kemenhub pro terhadap sistem aplikasi, tapi harus didaftarkan.","['Jonan', 'Kemenhub']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q6867637']"
402,Anak perusahaan Semen Gresik adalah PT Semen Padang dan PT Semen Tonasa.,"['Semen Gresik', 'PT Semen Padang']","['http://www.wikidata.org/entity/Q7449209', 'http://www.wikidata.org/entity/Q4163503']"
1199,"Namun, tiga menit berselang, PSG menyamakan kedudukan lewat Zlatan Ibrahimovic.","['PSG', 'Zlatan Ibrahimovic']","['http://www.wikidata.org/entity/Q483020', 'http://www.wikidata.org/entity/Q46896']"
1034,Hart juga berharap gol tandang yang sudah dikantongi bisa jadi modal bagus di leg kedua pada 12 April mendatang.,['Hart'],['http://www.wikidata.org/entity/Q187184']
277,"Awal pekan ini, Samsung menarik tuntutannya terhadap Apple dalam perseteruan hak paten di Amerika Serikat.","['Samsung', 'Apple', 'Amerika Serikat']","['http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q312', 'http://www.wikidata.org/entity/Q30']"
1757,"Jadi ini mohon bantuan bapak kerja samanya unutuk ditata ulang untuk kepentingan bangsa dan negara,"" kata Jonan di Kejagung, Jl Sultan Hasanuddin, Jakarta Selatan, Kamis (24/3/2016).","['Jonan', 'Kejagung', 'Jakarta Selatan']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q12490460', 'http://www.wikidata.org/entity/Q10114']"
1339,Bukan tanpa alasan dirinya memiliki keinginan untuk menikah di Disney Land.,['Disney Land'],['http://www.wikidata.org/entity/Q181185']
150,"kata Yusril di Depok, Jawa Barat, Sabtu (30/4/2016).Kemudian di tengah, konon katanya, saya juga belum pernah dapat, disinyalir mereka dipungut lagi,"" kata Staf Humas UPT Perparkiran Dishubtrans DKI, Ivan Valentino, saat dihubungi Kompas.com di Jakarta, Senin (2/5/2016).","['Yusril', 'Depok', 'Jawa Barat', 'DKI', 'Kompas.com', 'Jakarta']","['http://www.wikidata.org/entity/Q8061915', 'http://www.wikidata.org/entity/Q10396', 'http://www.wikidata.org/entity/Q3724', 'http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q4405665', 'http://www.wikidata.org/entity/Q3630']"
